ano,mes,codigo_rnt,cod_mun,cod_dpto,estado_rnt,razon_social_establecimiento,departamento,municipio,categoria,num_emp1,sub_categoria,habitaciones,camas
2024,3,17269,20001,20,ACTIVO,HOTEL LAS VEGAS PLAZA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,25,33
2024,3,17318,20001,20,ACTIVO,CAMINO TOUR. AC,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,2,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,3,17433,20001,20,ACTIVO,CAMINO TOUR. AC,CESAR,VALLEDUPAR,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,2,OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES,0,0
2024,3,18436,20001,20,ACTIVO,HOTEL CALDERON,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,5,HOTEL,20,40
2024,3,18713,20001,20,ACTIVO,HOTEL BUENAVISTA B.V.,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,33,33
2024,1,19315,20001,20,ACTIVO,HUGO ANTONIO PEREZ GOMEZ,CESAR,VALLEDUPAR,GUIAS DE TURISMO,0,GUIA DE TURISMO,0,0
2024,3,21363,20001,20,ACTIVO,HOTEL MILENIUM,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,25,29
2024,4,21672,20001,20,ACTIVO,PRESTO VUP GUATAPURI,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE GASTRONOMÍA,5,RESTAURANTE DE AUTOSERVICIO,0,0
2024,4,22691,20001,20,ACTIVO,SERRANO PLAZA HOTEL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,28,32
2024,3,23600,20001,20,ACTIVO,HOSTAL LOPERENA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOSTAL,13,40
2024,4,25891,20001,20,ACTIVO,HOTEL SIRENA PLAZA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOTEL,15,20
2024,3,26579,20001,20,ACTIVO,HOTEL BOUTIQUE CALLE GRANDE,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,5,HOTEL,28,45
2024,3,27334,20001,20,ACTIVO,AMICHIS TRAVEL,CESAR,VALLEDUPAR,OFICINAS DE REPRESENTACION TURÍSTICA,1,OFICINA DE REPRESENTACION TURÍSTICA,0,0
2024,2,28892,20001,20,ACTIVO,VALLENATOUR,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES OPERADORAS,0,0
2024,3,29665,20001,20,ACTIVO,HOTEL VALLEDUPAR PLAZA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,4,HOTEL,23,26
2024,3,30029,20001,20,ACTIVO,HCB HOTEL CASA BLANCA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,30,40
2024,3,30522,20001,20,ACTIVO,MARANATA HOTEL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,5,HOTEL,39,60
2024,3,30523,20001,20,ACTIVO,HOTEL KURAKATA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,5,HOTEL,50,93
2024,2,31223,20001,20,ACTIVO,VIAJES CIRCULAR S.A.S. VALLEDUPAR,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,2,34458,20001,20,ACTIVO,HOTEL EL TRIUNFO VALLENATO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOTEL,20,25
2024,3,34956,20001,20,ACTIVO,HOTEL LONDRES REAL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,22,42
2024,4,35125,20001,20,ACTIVO,ARCE PLAZA HOTEL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,33,57
2024,3,36303,20001,20,ACTIVO,QUE VIVA EL VALLENATO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,10,15
2024,1,37201,20001,20,ACTIVO,BOUTIQUE HOTEL BALOP,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,8,13
2024,4,40023,20001,20,ACTIVO,HOTEL EL CACIQUE CENTRO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOTEL,25,48
2024,2,42616,20001,20,ACTIVO,HOTEL NUEVO TIO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,36,74
2024,2,42908,20001,20,ACTIVO,CASA DE LOS SANTOS REYES HOTEL BOUTIQUE,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOTEL,8,8
2024,3,43017,20001,20,ACTIVO,PRESTO VUP AEROPUERTO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE GASTRONOMÍA,5,RESTAURANTE DE AUTOSERVICIO,0,0
2024,4,43333,20001,20,ACTIVO,HOSTAL SMPT,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,3,3
2024,2,43364,20001,20,ACTIVO,HOTEL EL CARMEN DE TODOS Y PARA TODOS,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,15,20
2024,3,45689,20001,20,ACTIVO,HOTEL ELIMAR 8A,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOTEL,30,125
2024,3,46261,20001,20,ACTIVO,HOTEL ORQUIDEA 19,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,11,25
2024,4,46514,20001,20,ACTIVO,JM TOURS COLOMBIA,CESAR,VALLEDUPAR,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,5,OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES,0,0
2024,3,49231,20001,20,ACTIVO,NAPOLES HOSTAL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,10,12
2024,4,51250,20001,20,ACTIVO,PUNTO DE VENTAS SERVINCLUIDOS VALLEDUPAR C.C MAYALES,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES OPERADORAS,0,0
2024,3,53103,20001,20,ACTIVO,CAMINOS DEL VALLE DE UPAR,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES OPERADORAS,0,0
2024,2,53105,20001,20,ACTIVO,HOTEL MILLROSE,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOTEL,12,41
2024,4,53668,20001,20,ACTIVO,HOTEL LA Y,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,18,29
2024,3,54037,20001,20,ACTIVO,HOTEL KASVEL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,10,16
2024,3,55700,20001,20,ACTIVO,HOSTAL KENNDY,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,15,15
2024,2,55704,20001,20,ACTIVO,PASEOVALLENATO TOUR,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES OPERADORAS,0,0
2024,2,55712,20001,20,ACTIVO,HOTEL BALÚ,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,1,30
2024,3,56419,20001,20,ACTIVO,HOTEL PARIS CARRE`,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,18,47
2024,2,56421,20001,20,ACTIVO,CONSULADO SANTANDEREANO PLUS,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,10,13
2024,3,57291,20001,20,ACTIVO,RAPITURISMO DEL CARIBE,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES OPERADORAS,0,0
2024,3,57721,20001,20,ACTIVO,HOSTAL CAMINOS DEL CESAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,4,8
2024,4,57826,20001,20,ACTIVO,JM TOURS COLOMBIA,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,5,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,3,57871,20001,20,ACTIVO,JP SOLUCIONES COLOMBIA SAS,CESAR,VALLEDUPAR,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,1,OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES,0,0
2024,3,58682,20001,20,ACTIVO,LOGISTICA Y SUMINISTROS DEL CARIBE,CESAR,VALLEDUPAR,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,1,OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES,0,0
2024,3,59363,20001,20,ACTIVO,AGENCIA DE VIAJES DEL CARIBE,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,3,61183,20001,20,ACTIVO,AURA NELLY SANCHEZ CACERES SIERRA NEVADA B&B,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,16,46
2024,3,61475,20001,20,ACTIVO,HOTEL EUPARI PROTUR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,24,49
2024,3,63355,20001,20,ACTIVO,HOTEL Y RESTAURANTE ASTOR SALÓN DE EVENTOS,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,16,21
2024,3,63433,20001,20,ACTIVO,HOTEL PIBE CRIS,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,4,HOTEL,32,50
2024,3,63472,20001,20,ACTIVO,HOSTAL VENECIA DE LA 9NA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,1,OTRO TIPO DE VIVIENDA TURÍSTICA,10,28
2024,3,64076,20001,20,ACTIVO,HOTEL NOE PLAZA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,8,12
2024,4,64159,20001,20,ACTIVO,HOTEL VALLEDUPAR TIERRA DE CANTORES,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOTEL,26,46
2024,3,64161,20001,20,ACTIVO,HOTEL MARSELLA M.J,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,18,32
2024,2,64162,20001,20,ACTIVO,INVERSIONES OROZCO BLANCO SAS.,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,5,12
2024,2,64165,20001,20,ACTIVO,CASA BELEN HOSTAL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOSTAL,5,15
2024,3,64388,20001,20,ACTIVO,HOTEL PALATINO VALLEDUPAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,21,46
2024,2,65673,20001,20,ACTIVO,NATALY MADRID AGENCIA OPERADORA,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES OPERADORAS,0,0
2024,3,66132,20001,20,ACTIVO,HOTEL MIRIAM,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,15,22
2024,4,66546,20001,20,ACTIVO,HOTEL DURAN,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,14,29
2024,4,67006,20001,20,ACTIVO,BARRA VUP AEROP. NACIONAL ALFONSO LOPEZ,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE GASTRONOMÍA,4,RESTAURANTE DE AUTOSERVICIO,0,0
2024,1,67008,20001,20,ACTIVO,HOTEL EL MIO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,28,48
2024,3,68022,20001,20,ACTIVO,HOTEL HERMANOS CAMACHO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOTEL,9,12
2024,3,69804,20001,20,ACTIVO,LOCALIZA AEROPUERTO VALLEDUPAR,CESAR,VALLEDUPAR,ARRENDADORES DE VEHÍCULOS PARA TURISMO NACIONAL E INTERNACIONAL,4,ARRENDADOR DE VEHICULOS PARA TURISMO NACIONAL E INTERNACIONAL,0,0
2024,3,69903,20001,20,ACTIVO,HOTEL QATAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,19,30
2024,4,73848,20001,20,ACTIVO,BADILLO TRAVEL,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES OPERADORAS,0,0
2024,4,74077,20001,20,ACTIVO,JM TOURS COLOMBIA,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,5,AGENCIA DE VIAJES OPERADORAS,0,0
2024,4,74078,20001,20,ACTIVO,MATEA RESTOBAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE GASTRONOMÍA,5,RESTAURANTE,0,0
2024,3,78170,20001,20,ACTIVO,PUNTO DE VENTAS MULTIVACACIONES VALLEDUPAR,CESAR,VALLEDUPAR,EMPRESAS DE TIEMPO COMPARTIDO Y MULTIPROPIEDAD,1,COMERCIALIZADORA,0,0
2024,2,79426,20001,20,ACTIVO,HOSTAL LAS DOS PALMAS,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOSTAL,16,16
2024,3,84055,20001,20,ACTIVO,UNITRANSCO S.A VALLEDUPAR,CESAR,VALLEDUPAR,EMPRESAS DE TRANSPORTE TERRESTRE AUTOMOTOR,2,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0
2024,3,84526,20001,20,ACTIVO,AVIATUR VALLEDUPAR,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,3,AGENCIA DE VIAJES OPERADORAS,0,0
2024,3,86046,20001,20,ACTIVO,HOSTAL LA CASONA VIEJA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOSTAL,14,22
2024,3,90383,20001,20,ACTIVO,HOTEL EL PALMAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,5,HOTEL,32,40
2024,3,90585,20001,20,ACTIVO,HOTEL PANORAMA PLAZA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,5,HOTEL,34,45
2024,7,91583,20001,20,ACTIVO,GLOBAL SOLUTION MOBILIARIOS,CESAR,VALLEDUPAR,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,1,OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES,0,0
2024,3,93743,20001,20,ACTIVO,INVERSIONES REY DE REYES HOTEL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,4,HOTEL,23,33
2024,3,94762,20001,20,ACTIVO,INVALCA,CESAR,VALLEDUPAR,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,4,OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES,0,0
2024,3,94764,20001,20,ACTIVO,LATIN AMERICA & CARIBBEAN TRAVELS,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,2,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,3,95148,20001,20,ACTIVO,HOTEL JUGLAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,14,14
2024,3,99488,20001,20,ACTIVO,RESIDENCIAS ANTIOQUIA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,1,OTRO TIPO DE VIVIENDA TURÍSTICA,8,14
2024,4,99501,20001,20,ACTIVO,DREAMS AGENCIA DE VIAJES,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,3,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,3,99502,20001,20,ACTIVO,DEVIC TRAVEL,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES OPERADORAS,0,0
2024,3,99774,20001,20,ACTIVO,COLOMBIANA DE RECEPTIVOS,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,2,100502,20001,20,ACTIVO,HOSTAL LA PROVINCIA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,9,9
2024,1,101341,20001,20,ACTIVO,TU CASA BAMBU HOTEL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,8,8
2024,3,102164,20001,20,ACTIVO,WONDERTOURS,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,2,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,3,103235,20001,20,ACTIVO,CARLOS EDBERTO FERNANDEZ GAVIRIA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,1,APARTAMENTO TURÍSTICO,1,8
2024,4,104236,20001,20,ACTIVO,GILBERTO CARREÑO SILVA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,2,2
2024,2,104486,20001,20,ACTIVO,ALBERTO JOSE ARZUAGA ACOSTA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,6
2024,1,106360,20001,20,ACTIVO,HOTEL MI VALLE,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,12,12
2024,2,107880,20001,20,ACTIVO,MIGUEL ANDELFO MORENO VARGAS,CESAR,VALLEDUPAR,GUIAS DE TURISMO,0,GUIA DE TURISMO,0,0
2024,6,108237,20001,20,ACTIVO,RAUL ERNESTO CORDOBA QUERUZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,3
2024,6,108238,20001,20,ACTIVO,RAUL ERNESTO CORDOBA QUERUZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,3
2024,6,108239,20001,20,ACTIVO,RAUL ERNESTO CORDOBA QUERUZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,3
2024,1,108250,20001,20,ACTIVO,WALTHER MAURICIO JAIMES TARAZONA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,5
2024,2,108623,20001,20,ACTIVO,MILDRED  AYALA ALVAREZ,CESAR,VALLEDUPAR,GUIAS DE TURISMO,0,GUIA DE TURISMO,0,0
2024,2,108626,20001,20,ACTIVO,MARIA ELISA AYALA FRANCO,CESAR,VALLEDUPAR,GUIAS DE TURISMO,1,GUIA DE TURISMO,0,0
2024,3,111029,20001,20,ACTIVO,LIBADIER DAVID AGUDELO CASTAÑEDA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,1
2024,1,111044,20001,20,ACTIVO,LUIS ALBERTO MAESTRE MUZA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,1,11
2024,1,111045,20001,20,ACTIVO,LUIS ALBERTO MAESTRE MUZA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,1,15
2024,1,111052,20001,20,ACTIVO,HENRY JOSE QUINTERO JIMENEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,3
2024,1,111053,20001,20,ACTIVO,HENRY JOSE QUINTERO JIMENEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,4
2024,1,111967,20001,20,ACTIVO,HENRY JOSE QUINTERO JIMENEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,5
2024,4,111983,20001,20,ACTIVO,AMELSOFT,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,1,OTRO TIPO DE VIVIENDA TURÍSTICA,3,4
2024,4,111985,20001,20,ACTIVO,ANGELA MARIA LLANOS MUÑOZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,4
2024,3,112751,20001,20,ACTIVO,EDWIN RICARDO BARROS YEPES,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,1,10
2024,3,114276,20001,20,ACTIVO,INVERSIONES HOTEL LAS TORRES GEMELAS,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOTEL,50,98
2024,2,114280,20001,20,ACTIVO,APARTA HOTEL DON EDGAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,APARTAHOTEL,10,10
2024,3,114286,20001,20,ACTIVO,METE MONKEY,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,2,2
2024,3,115529,20001,20,ACTIVO,HOTEL LAS AMERICAS UNO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,15,8
2024,2,115532,20001,20,ACTIVO,HOTEL COLONIAL LA CASA DE SIEMPRE,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,10,13
2024,3,115533,20001,20,ACTIVO,VIE TON VOYAGE,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES OPERADORAS,0,0
2024,4,116213,20001,20,ACTIVO,HOTEL DEL COMERCIO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,17,26
2024,3,116214,20001,20,ACTIVO,H&Y SALAMANCA,CESAR,VALLEDUPAR,OPERADORES PROFESIONALES DE CONGRESOS FERIAS Y CONVENCIONES,3,OPERADOR PROFESIONAL DE CONGRESOS FERIAS Y CONVENCIONES,0,0
2024,2,116216,20001,20,ACTIVO,LAS PILONERAS APARTAHOTEL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,14,23
2024,3,117819,20001,20,ACTIVO,AMICHIS TRAVEL,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,1,AGENCIA DE VIAJES Y DE TURISMO,0,0
2024,1,117823,20001,20,ACTIVO,ESMERAL JARAMILLO  MARIA  JOSE,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,3,8
2024,3,117824,20001,20,ACTIVO,RAMON  DUQUE SARMIENTO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,5,5
2024,1,117825,20001,20,ACTIVO,HORTENSIA ISABEL BARBUDO FERNANDEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,3,6
2024,2,118348,20001,20,ACTIVO,NOLBERTO GEOVANNY BENAVIDES GUEPUD,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,2,4
2024,3,119733,20001,20,ACTIVO,HOTEL AVENTURA LA 23,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,12,16
2024,4,119734,20001,20,ACTIVO,APARTAHOTEL EL CACIQUE UPAR,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,4,APARTAHOTEL,59,187
2024,4,119740,20001,20,ACTIVO,PRESTO MAYALES,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE GASTRONOMÍA,5,RESTAURANTE DE AUTOSERVICIO,0,0
2024,3,121836,20001,20,ACTIVO,CASA CULTURAL Y DE HUESPEDES LA PILONERA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOSTAL,6,6
2024,1,121841,20001,20,ACTIVO,KENDER  REDONDO SARMIENTO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,6,10
2024,4,121847,20001,20,ACTIVO,ALOJAMIENTO MOON,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,7,10
2024,2,121848,20001,20,ACTIVO,JAIRO JUNIOR RODRIGUEZ MORON,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,9
2024,2,122589,20001,20,ACTIVO,ADA LUZ TOVAR GONZALEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,1
2024,3,122591,20001,20,ACTIVO,HOTEL URUMITA MÁGICA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,12,13
2024,3,122593,20001,20,ACTIVO,MIZARE,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOSTAL,1,8
2024,1,123781,20001,20,ACTIVO,MIZARE,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,2,OTRO TIPO DE VIVIENDA TURÍSTICA,1,10
2024,1,123790,20001,20,ACTIVO,NELLY CAROLINA ZULETA ACOSTA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,8,3
2024,3,125189,20001,20,ACTIVO,AVIANCATIKKE,CESAR,VALLEDUPAR,AGENCIAS DE VIAJES,2,AGENCIA DE VIAJES Y DE TURISMO,0,0
