ano,mes,codigo_rnt,cod_mun,cod_dpto,estado_rnt,razon_social_establecimiento,departamento,municipio,categoria,num_emp1,sub_categoria,habitaciones,camas
2024,2,195747,20001,20,ACTIVO,ADA LUZ TOVAR GONZALEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,4
2024,2,195754,20001,20,ACTIVO,CARLOS ANDRES GONZALEZ LAGARES,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,6
2024,2,195776,20001,20,ACTIVO,STELLA  CALDERON CALDERON,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,6
2024,2,195815,20001,20,ACTIVO,SAMUEL GONZALEZ RODRIGUEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,FINCA TURISTICA (ALOJAMIENTO RURAL),1,6
2024,2,195817,20001,20,ACTIVO,CARREÑO SILVA MARY LUZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,3,5
2024,2,195824,20001,20,ACTIVO,ADA LUZ TOVAR GONZALEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,2
2024,3,195868,20001,20,ACTIVO,CARRILLO DE BRACHO ASTRID,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,3
2024,2,195899,20001,20,ACTIVO,NAIN JAIMES JAIMES,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,1,4
2024,2,196232,20001,20,ACTIVO,YURYS  YUDANYS CAMPO  BELTRAN,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,1,9
2024,2,196329,20001,20,ACTIVO,OLAM HOTEL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,16,26
2024,2,196332,20001,20,ACTIVO,HOTEL CASA VALLENATA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOTEL,10,10
2024,2,196374,20001,20,ACTIVO,ALVAREZ ANGARITA CARLOS MARIA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,1,17
2024,2,197397,20001,20,ACTIVO,BERNARDO ABAD BOLAÑO FRAGOZO,CESAR,VALLEDUPAR,GUIAS DE TURISMO,0,GUIA DE TURISMO,0,0
2024,2,197673,20001,20,ACTIVO,DAYANA PATRICIA DIAZ PEREZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,6
2024,2,197721,20001,20,ACTIVO,ALEJANDRO  MUÑOZ GUERRA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,3,3
2024,2,198265,20001,20,ACTIVO,MANUEL ANTONIO GARCIA CUELLO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,3
2024,2,198287,20001,20,ACTIVO,YENNYS ESNITH FLOREZ GARCIA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,6,12
2024,2,198296,20001,20,ACTIVO,YENNYS ESNITH FLOREZ GARCIA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,13
2024,2,198297,20001,20,ACTIVO,YENNYS ESNITH FLOREZ GARCIA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,1,10
2024,2,198481,20001,20,ACTIVO,BAUTISTA COSTA MARIO DAVID,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,2,6
2024,2,198482,20001,20,ACTIVO,BAUTISTA COSTA MARIO DAVID,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,FINCA TURISTICA (ALOJAMIENTO RURAL),1,6
2024,3,199186,20001,20,ACTIVO,CAMPO RAMIREZ NEILA ASTRIHT,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,3,3
2024,3,199376,20001,20,ACTIVO,HOSTAL CARACOLI  HUECO,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,HOSTAL,9,21
2024,3,199449,20001,20,ACTIVO,HOTEL VALLE CENTRAL,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,1,APARTAHOTEL,10,26
2024,3,199786,20001,20,ACTIVO,CLARA ESTELA CALA DE PLA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,4
2024,3,199811,20001,20,ACTIVO,HOSTAL Y PARQUEADERO SANTANDER,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,3,HOSTAL,26,52
2024,3,199873,20001,20,ACTIVO,POSADA MARIANGOLA,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOSTAL,1,17
2024,3,200190,20001,20,ACTIVO,ALEJANDRO  MUÑOZ GUERRA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,3,12
2024,3,201443,20001,20,ACTIVO,SHIRLY PAOLA RINCON CADENA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,OTRO TIPO DE VIVIENDA TURÍSTICA,1,12
2024,3,201890,20001,20,ACTIVO,EBED SHADAI CALDERON ROSALES,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,3,6
2024,3,201945,20001,20,ACTIVO,MARIAN VALENTINA CORREA DUEÑAS,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,5,8
2024,3,201961,20001,20,ACTIVO,MARGARITA PIEDAD CUELLO DE LA HOZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,3,5
2024,3,201980,20001,20,ACTIVO,CASA FERRANDIS,CESAR,VALLEDUPAR,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,2,HOTEL,4,4
2024,3,202180,20001,20,ACTIVO,YULEZY ENITH BAYONA SARAVIA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,1,4
2024,3,202485,20001,20,ACTIVO,MARIAN VALENTINA CORREA DUEÑAS,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,5,5
2024,3,202567,20001,20,ACTIVO,ARJEIDE JOSE PINEDA MENDOZA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,1,3
2024,3,202599,20001,20,ACTIVO,ORLANDO  MATIZ GUTIERREZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,6,5
2024,3,202834,20001,20,ACTIVO,MILLAN BURGOS CECILIA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,10,5
2024,3,203295,20001,20,ACTIVO,CAROLINA PAOLA OROZCO CAÑIZARES,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,3
2024,3,203346,20001,20,ACTIVO,GISELA PAOLA ARAUJO RADA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,2
2024,4,203508,20001,20,ACTIVO,MARIA CAMILA MENDOZA PEREZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,4,12
2024,4,203630,20001,20,ACTIVO,CASTRO ACOSTA MARIA JULIANA,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,6,3
2024,4,203825,20001,20,ACTIVO,LUZ MARINA ZAMBRANO MARTINEZ,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,1,6
2024,4,203894,20001,20,ACTIVO,TRANSPORTES Y SERVICIOS ESPECIALES PLATINO TOURS INTERNACIONAL SR,CESAR,VALLEDUPAR,EMPRESAS DE TRANSPORTE TERRESTRE AUTOMOTOR,2,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0
2024,4,203929,20001,20,ACTIVO,ALEXANDER  MOLINA GAMEZ,CESAR,VALLEDUPAR,GUIAS DE TURISMO,0,GUIA DE TURISMO,0,0
2024,4,204263,20001,20,ACTIVO,DIOS EMIRO GALVIS SANGUINO,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,APARTAMENTO TURÍSTICO,6,15
2024,4,204314,20001,20,ACTIVO,GONZALEZ RODRIGUEZ SAMUEL,CESAR,VALLEDUPAR,VIVIENDAS TURÍSTICAS,0,CASA TURÍSTICA,1,5
2024,4,204428,20001,20,ACTIVO,TRANSPORTE EMPRESARIAL SIN FRONTERA,CESAR,VALLEDUPAR,EMPRESAS DE TRANSPORTE TERRESTRE AUTOMOTOR,1,TRANSPORTE TERRESTRE AUTOMOTOR ESPECIAL,0,0
